year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Education,Less than high school diploma or its equivalent,Somewhat likely,8100,18200,44.5,Good,2825
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Sex,Male,Not at all likely,79400,224700,35.3,Good,2826
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Sex,Male,Very likely,19400,224700,8.6,Good,2827
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Sex,Male,Somewhat likely,121900,224700,54.3,Good,2828
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Racial identity,Non-racialized,Somewhat likely,192800,338400,57,Good,2829
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Racial identity,Non-racialized,Not at all likely,123700,338400,36.6,Good,2830
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Overall,Total,Very likely,24800,442500,5.6,Good,2831
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Overall,Total,Somewhat likely,245900,442500,55.6,Good,2832
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Overall,Total,Not at all likely,165400,442500,37.4,Good,2833
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Somewhat likely,62200,105800,58.8,Good,2834
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not at all likely,36400,105800,34.4,Good,2835
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Education,University certificate,Not at all likely,83800,238400,35.2,Good,2836
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Education,University certificate,Somewhat likely,137300,238400,57.6,Good,2837
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Racial identity,Racialized,Somewhat likely,53100,103200,51.5,Good,2838
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Racial identity,Racialized,Very likely,5500,103200,5.3,Good,2839
2021,Trust & civic engagement,36,19,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a complete stranger,Racial identity,Racialized,Not at all likely,41300,103200,40,Good,2840
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sexual orientation,LGBTQ2S+,Somewhat likely,7500,23500,31.9,Acceptable,2841
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sexual orientation,LGBTQ2S+,Not at all likely,2500,23500,10.6,Use with caution,2842
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,High school diploma or a equivalency certificate,Not at all likely,6800,79800,8.5,Acceptable,2843
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,Less than high school diploma or its equivalent,Not at all likely,2000,18200,11,Use with caution,2844
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,Less than high school diploma or its equivalent,Somewhat likely,6000,18200,33,Acceptable,2845
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not at all likely,7400,105800,7,Acceptable,2846
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sexual orientation,LGBTQ2S+,Very likely,12600,23500,53.6,Good,2847
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sex,Female,Somewhat likely,59400,218000,27.2,Good,2848
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sex,Female,Not at all likely,19700,218000,9,Good,2849
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sex,Female,Very likely,136300,218000,62.5,Good,2850
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sexual orientation,Heterosexual,Somewhat likely,107300,402200,26.7,Good,2851
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sexual orientation,Heterosexual,Not at all likely,34300,402200,8.5,Good,2852
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sexual orientation,Heterosexual,Very likely,255200,402200,63.5,Good,2853
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,High school diploma or a equivalency certificate,Somewhat likely,22700,79800,28.4,Good,2854
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,High school diploma or a equivalency certificate,Very likely,48300,79800,60.5,Good,2855
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,Less than high school diploma or its equivalent,Very likely,10000,18200,54.9,Good,2856
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sex,Male,Not at all likely,19000,224700,8.5,Good,2857
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sex,Male,Somewhat likely,59000,224700,26.3,Good,2858
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Sex,Male,Very likely,142700,224700,63.5,Good,2859
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Racial identity,Non-racialized,Not at all likely,28500,338400,8.4,Good,2860
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Racial identity,Non-racialized,Very likely,221100,338400,65.3,Good,2861
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Racial identity,Non-racialized,Somewhat likely,85000,338400,25.1,Good,2862
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Overall,Total,Somewhat likely,118200,442500,26.7,Good,2863
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Overall,Total,Not at all likely,38800,442500,8.8,Good,2864
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Overall,Total,Very likely,279000,442500,63.1,Good,2865
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Very likely,67000,105800,63.3,Good,2866
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Somewhat likely,29600,105800,28,Good,2867
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,University certificate,Very likely,153700,238400,64.5,Good,2868
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,University certificate,Somewhat likely,59700,238400,25,Good,2869
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Education,University certificate,Not at all likely,22600,238400,9.5,Good,2870
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Racial identity,Racialized,Not at all likely,9800,103200,9.5,Good,2871
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Racial identity,Racialized,Very likely,57900,103200,56.1,Good,2872
2021,Trust & civic engagement,35,18,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By a police officer,Racial identity,Racialized,Somewhat likely,33000,103200,32,Good,2873
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sexual orientation,LGBTQ2S+,Very likely,8100,23500,34.5,Acceptable,2874
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sexual orientation,LGBTQ2S+,Not at all likely,6400,23500,27.2,Acceptable,2875
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sexual orientation,LGBTQ2S+,Somewhat likely,9000,23500,38.3,Acceptable,2876
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,Less than high school diploma or its equivalent,Very likely,3700,18200,20.3,Acceptable,2877
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sex,Female,Not at all likely,27500,218000,12.6,Good,2878
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sex,Female,Very likely,88600,218000,40.6,Good,2879
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sex,Female,Somewhat likely,101400,218000,46.5,Good,2880
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sexual orientation,Heterosexual,Very likely,178800,402200,44.5,Good,2881
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sexual orientation,Heterosexual,Somewhat likely,174600,402200,43.4,Good,2882
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sexual orientation,Heterosexual,Not at all likely,47500,402200,11.8,Good,2883
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,High school diploma or a equivalency certificate,Not at all likely,17800,79800,22.3,Good,2884
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,High school diploma or a equivalency certificate,Somewhat likely,32100,79800,40.2,Good,2885
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,High school diploma or a equivalency certificate,Very likely,28900,79800,36.2,Good,2886
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,Less than high school diploma or its equivalent,Not at all likely,5100,18200,28,Good,2887
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,Less than high school diploma or its equivalent,Somewhat likely,9300,18200,51.1,Good,2888
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sex,Male,Somewhat likely,90300,224700,40.2,Good,2889
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sex,Male,Very likely,103500,224700,46.1,Good,2890
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Sex,Male,Not at all likely,29700,224700,13.2,Good,2891
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Racial identity,Non-racialized,Not at all likely,39800,338400,11.8,Good,2892
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Racial identity,Non-racialized,Somewhat likely,141800,338400,41.9,Good,2893
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Racial identity,Non-racialized,Very likely,155700,338400,46,Good,2894
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Overall,Total,Very likely,192000,442500,43.4,Good,2895
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Overall,Total,Not at all likely,57200,442500,12.9,Good,2896
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Overall,Total,Somewhat likely,191500,442500,43.3,Good,2897
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not at all likely,13100,105800,12.4,Good,2898
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Somewhat likely,44300,105800,41.9,Good,2899
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Very likely,48100,105800,45.5,Good,2900
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,University certificate,Not at all likely,21300,238400,8.9,Good,2901
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,University certificate,Very likely,111100,238400,46.6,Good,2902
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Education,University certificate,Somewhat likely,105800,238400,44.4,Good,2903
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Racial identity,Racialized,Very likely,35800,103200,34.7,Good,2904
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Racial identity,Racialized,Somewhat likely,49900,103200,48.4,Good,2905
2021,Trust & civic engagement,34,17,"If you lost a wallet or purse that contained two hundred dollars, how likely is it to be returned, with the money in it, if it was found?",By someone who lives close by,Racial identity,Racialized,Not at all likely,17500,103200,17,Good,2906
2018,Satisfaction,61,10,How satisfied are you with your dwelling?,,Education,University certificate,Very satisfied or satisfied,187400,222900,84.1,,2907
2018,Satisfaction,61,10,How satisfied are you with your dwelling?,,Education,University certificate,Dissatisfied or very dissatisfied,12400,222900,5.6,,2908
2018,Satisfaction,61,10,How satisfied are you with your dwelling?,,Racial identity,Racialized,Neither satisfied nor dissatisfied,15700,86400,18.2,,2909
2018,Satisfaction,61,10,How satisfied are you with your dwelling?,,Racial identity,Racialized,Dissatisfied or very dissatisfied,5900,86400,6.8,,2910
2018,Satisfaction,61,10,How satisfied are you with your dwelling?,,Racial identity,Racialized,Very satisfied or satisfied,64800,86400,75,,2911
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,LGBTQ2S+,About the same,12800,19700,65,Good,2912
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,LGBTQ2S+,About the same,16300,23600,69.1,Good,2913
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Female,Increased,22500,214700,10.5,Good,2914
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Female,Decreased,34000,214700,15.8,Good,2915
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Female,About the same,156800,214700,73,Good,2916
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Female,Decreased,26300,217900,12.1,Good,2917
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Female,About the same,171400,217900,78.7,Good,2918
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Female,Increased,19700,217900,9,Good,2919
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,Heterosexual,Decreased,53700,388600,13.8,Good,2920
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,Heterosexual,Increased,40900,388600,10.5,Good,2921
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,Heterosexual,About the same,291800,388600,75.1,Good,2922
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,Heterosexual,Increased,36900,402200,9.2,Good,2923
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,Heterosexual,About the same,323100,402200,80.3,Good,2924
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sexual orientation,Heterosexual,Decreased,41000,402200,10.2,Good,2925
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,High school diploma or a equivalency certificate,About the same,56100,68300,82.1,Good,2926
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,High school diploma or a equivalency certificate,Decreased,8500,68300,12.4,Good,2927
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,High school diploma or a equivalency certificate,About the same,62100,79800,77.8,Good,2928
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,High school diploma or a equivalency certificate,Decreased,11900,79800,14.9,Good,2929
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,Less than high school diploma or its equivalent,About the same,19900,24000,82.9,Good,2930
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,Less than high school diploma or its equivalent,About the same,15500,18200,85.2,Good,2931
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Male,Increased,22000,208500,10.6,Good,2932
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Male,Decreased,25400,208500,12.2,Good,2933
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Male,About the same,160100,208500,76.8,Good,2934
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Male,Increased,22300,224700,9.9,Good,2935
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Male,About the same,182000,224700,81,Good,2936
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Sex,Male,Decreased,19100,224700,8.5,Good,2937
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Non-racialized,Increased,33900,333800,10.2,Good,2938
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Non-racialized,Decreased,48700,333800,14.6,Good,2939
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Non-racialized,About the same,249400,333800,74.7,Good,2940
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Non-racialized,About the same,266000,338500,78.6,Good,2941
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Non-racialized,Increased,36000,338500,10.6,Good,2942
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Non-racialized,Decreased,35400,338500,10.5,Good,2943
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Overall,Total,Decreased,45400,442600,10.3,Good,2944
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Overall,Total,Increased,42000,442600,9.5,Good,2945
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Overall,Total,About the same,353400,442600,79.8,Good,2946
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,,Total,Increased,44500,423400,10.5,Good,2947
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,,Total,Decreased,59700,423400,14.1,Good,2948
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,,Total,About the same,316900,423400,74.8,Good,2949
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",About the same,90500,105800,85.5,Good,2950
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",About the same,84200,106400,79.1,Good,2951
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Increased,9100,106400,8.6,Good,2952
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Decreased,12700,106400,11.9,Good,2953
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,University certificate,Increased,28900,238400,12.1,Good,2954
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,University certificate,Decreased,24400,238400,10.2,Good,2955
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,University certificate,About the same,185100,238400,77.6,Good,2956
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,University certificate,Decreased,35600,222800,16,Good,2957
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,University certificate,About the same,155700,222800,69.9,Good,2958
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Education,University certificate,Increased,30100,222800,13.5,Good,2959
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Racialized,Increased,9400,86400,10.9,Good,2960
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Racialized,About the same,66000,86400,76.4,Good,2961
2018,Trust & civic engagement,48,41,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Racialized,Decreased,10500,86400,12.2,Good,2962
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Racialized,About the same,86500,103200,83.8,Good,2963
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Racialized,Increased,6000,103200,5.8,Good,2964
2021,Trust & civic engagement,48,30,"During the last five years, has your involvement in community groups increased, decreased or remained about the same?",,Racial identity,Racialized,Decreased,10000,103200,9.7,Good,2965
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,LGBTQ2S+,Yes,4600,19700,23.4,Good,2966
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Female,Yes,33600,214700,15.6,Good,2967
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Female,Yes,36500,217900,16.8,Good,2968
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,Heterosexual,Yes,56700,388600,14.6,Good,2969
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,Heterosexual,Yes,68100,402200,16.9,Good,2970
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,High school diploma or a equivalency certificate,Yes,5000,68300,7.3,Good,2971
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Male,Yes,30100,208500,14.4,Good,2972
